"","subid","condition","trial.num","item","sent.type","truth","resp","agegroup"
"514","031315-03","none",14,"spoon","negative","True",1,"3"
"515","031315-03","none",11,"bowl","negative","True",1,"3"
"516","031315-03","none",7,"apple","positive","False",1,"3"
"517","031315-03","none",1,"dog","negative","True",1,"3"
"518","031315-03","none",2,"orange","negative","False",1,"3"
"519","031315-03","none",12,"plate","positive","True",5,"3"
"520","031315-03","none",9,"fork","positive","True",5,"3"
"521","031315-03","none",10,"banana","negative","True",1,"3"
"522","031315-04","target",16,"cow","positive","False",5,"4"
"523","031315-04","target",3,"truck","positive","True",5,"4"
"524","031315-04","target",10,"car","positive","True",2,"4"
"525","031315-04","target",15,"banana","positive","True",5,"4"
"526","031315-04","target",2,"bowl","negative","True",3,"4"
"527","031315-04","target",13,"apple","negative","True",5,"4"
"528","031315-04","target",9,"cat","negative","True",5,"4"
"529","031315-04","target",14,"orange","negative","True",5,"4"
"530","031315-04","target",4,"cookie","negative","True",5,"4"
"531","031315-04","target",8,"bus","positive","True",5,"4"
"532","031315-04","target",5,"horse","negative","True",5,"4"
"533","031315-04","target",7,"fork","negative","False",3,"4"
"534","031315-04","target",6,"dog","positive","False",3,"4"
"535","031315-04","target",12,"plate","negative","True",5,"4"
"536","031315-04","target",1,"spoon","negative","False",2,"4"
"537","031315-04","target",11,"boat","negative","True",5,"4"
"538","031315-05","none",1,"horse","negative","True",1,"4"
"539","031315-05","none",11,"fork","negative","True",1,"4"
"540","031315-05","none",9,"car","positive","True",5,"4"
"541","031315-05","none",10,"plate","positive","True",5,"4"
"542","031315-05","none",15,"apple","negative","True",1,"4"
"543","031315-05","none",14,"orange","positive","True",5,"4"
"544","031315-05","none",8,"spoon","positive","False",1,"4"
"545","031315-05","none",7,"cookie","positive","False",1,"4"
"546","031315-05","none",5,"truck","negative","True",1,"4"
"547","031315-05","none",4,"banana","negative","True",1,"4"
"548","031315-05","none",2,"dog","negative","True",1,"4"
"549","031315-05","none",3,"cow","negative","True",1,"4"
"550","031315-05","none",16,"bowl","positive","True",5,"4"
"551","031315-05","none",13,"boat","negative","False",1,"4"
"552","031315-05","none",6,"cat","negative","True",1,"4"
"553","031315-05","none",12,"bus","negative","False",1,"4"
"554","031515-01","target",10,"horse","positive","True",5,"4"
"555","031515-01","target",4,"cookie","positive","False",1,"4"
"556","031515-01","target",3,"bowl","negative","True",5,"4"
"557","031515-01","target",11,"cat","negative","True",1,"4"
"558","031515-01","target",9,"bus","negative","True",5,"4"
"559","031515-01","target",8,"banana","negative","True",5,"4"
"560","031515-01","target",1,"cow","negative","False",1,"4"
"561","031515-01","target",14,"apple","negative","True",5,"4"
"562","031515-01","target",2,"fork","negative","False",4,"4"
"563","031515-01","target",12,"truck","positive","True",5,"4"
"564","031515-01","target",5,"car","positive","True",5,"4"
"565","031515-01","target",13,"dog","negative","True",5,"4"
"566","031515-01","target",7,"plate","negative","True",5,"4"
"567","031515-01","target",15,"spoon","negative","True",1,"4"
"568","031515-01","target",16,"boat","positive","False",1,"4"
"569","031515-01","target",6,"orange","positive","True",5,"4"
"570","031515-02","none",5,"car","negative","True",1,"3"
"571","031515-02","none",6,"cow","negative","True",2,"3"
"572","031515-02","none",3,"banana","positive","False",2,"3"
"573","031515-02","none",10,"cookie","negative","True",2,"3"
"574","031515-02","none",11,"fork","negative","True",2,"3"
"575","031515-02","none",4,"dog","negative","False",1,"3"
"576","031515-02","none",2,"plate","negative","True",5,"3"
"577","031515-02","none",14,"truck","negative","False",1,"3"
"578","031515-02","none",9,"bowl","positive","True",4,"3"
"579","031515-02","none",8,"bus","positive","False",2,"3"
"580","031515-02","none",7,"boat","positive","True",5,"3"
"581","031515-02","none",13,"cat","positive","True",1,"3"
"582","031515-02","none",1,"horse","negative","True",1,"3"
"583","031515-02","none",12,"spoon","negative","True",2,"3"
"584","031515-02","none",15,"apple","negative","True",4,"3"
"585","031515-02","none",16,"orange","positive","True",4,"3"
"586","031515-03","target",3,"banana","positive","True",5,"4"
"587","031515-03","target",11,"boat","negative","False",1,"4"
"588","031515-03","target",12,"apple","positive","False",1,"4"
"589","031515-03","target",2,"plate","negative","True",1,"4"
"590","031515-03","target",16,"car","negative","True",5,"4"
"591","031515-03","target",6,"bus","positive","True",5,"4"
"592","031515-03","target",7,"fork","positive","False",1,"4"
"593","031515-03","target",1,"truck","negative","True",5,"4"
"594","031515-03","target",5,"dog","negative","False",1,"4"
"595","031515-03","target",9,"cookie","negative","True",5,"4"
"596","031515-03","target",10,"horse","negative","True",5,"4"
"597","031515-03","target",4,"cat","negative","True",5,"4"
"598","031515-03","target",8,"orange","negative","True",5,"4"
"599","031515-03","target",14,"bowl","positive","True",5,"4"
"600","031515-03","target",15,"cow","negative","True",5,"4"
"601","031515-03","target",13,"spoon","positive","True",5,"4"
"602","031515-04","none",3,"bus","negative","True",3,"4"
"603","031515-04","none",6,"dog","positive","False",1,"4"
"604","031515-04","none",12,"boat","negative","False",5,"4"
"605","031515-04","none",14,"cookie","negative","True",3,"4"
"606","031515-04","none",2,"cat","positive","True",5,"4"
"607","031515-04","none",13,"plate","positive","False",1,"4"
"608","031515-04","none",5,"banana","negative","True",3,"4"
"609","031515-04","none",9,"orange","negative","True",3,"4"
"610","031515-04","none",15,"truck","negative","True",3,"4"
"611","031515-04","none",4,"horse","negative","True",3,"4"
"612","031515-04","none",8,"apple","positive","True",5,"4"
"613","031515-04","none",11,"spoon","positive","True",5,"4"
"614","031515-04","none",7,"bowl","negative","True",3,"4"
"615","031515-04","none",1,"fork","negative","True",3,"4"
"616","031515-04","none",16,"car","positive","True",5,"4"
"617","031515-04","none",10,"cow","negative","False",5,"4"
"618","041315-01","none",5,"cookie","negative","True",3,"4"
"619","041315-01","none",4,"cow","positive","True",5,"4"
"620","041315-01","none",3,"dog","negative","True",3,"4"
"621","041315-01","none",16,"fork","positive","False",1,"4"
"622","041315-01","none",12,"boat","negative","True",1,"4"
"623","041315-01","none",8,"spoon","positive","True",5,"4"
"624","041315-01","none",15,"truck","positive","True",5,"4"
"625","041315-01","none",14,"banana","negative","True",3,"4"
"626","041315-01","none",9,"car","positive","True",5,"4"
"627","041315-01","none",6,"plate","positive","False",2,"4"
"628","041315-01","none",7,"bowl","negative","True",3,"4"
"629","041315-01","none",1,"cat","negative","True",3,"4"
"630","041315-01","none",2,"horse","negative","True",3,"4"
"631","041315-01","none",13,"apple","negative","False",3,"4"
"632","041315-01","none",11,"orange","negative","False",3,"4"
"633","041315-01","none",10,"bus","negative","True",3,"4"
"634","041315-03","none",2,"cookie","negative","True",5,"4"
"635","041315-03","none",16,"spoon","negative","False",1,"4"
"636","041315-03","none",15,"car","negative","True",3,"4"
"637","041315-03","none",5,"plate","negative","True",3,"4"
"638","041315-03","none",1,"boat","positive","False",1,"4"
"639","041315-03","none",4,"bowl","negative","True",5,"4"
"640","041315-03","none",7,"orange","negative","True",4,"4"
"641","041315-03","none",13,"fork","positive","True",4,"4"
"642","041315-03","none",14,"bus","negative","True",4,"4"
"643","041315-03","none",8,"cow","positive","True",4,"4"
"644","041315-03","none",6,"cat","positive","True",5,"4"
"645","041315-03","none",12,"truck","negative","False",1,"4"
"646","041315-03","none",3,"dog","negative","True",4,"4"
"647","041315-03","none",10,"horse","negative","True",5,"4"
"648","041315-03","none",9,"banana","positive","False",1,"4"
"649","041315-03","none",11,"apple","positive","True",4,"4"
"650","041315-05","target",5,"cat","positive","True",1,"3"
"651","041315-05","target",12,"truck","negative","True",2,"3"
"652","041315-05","target",4,"cookie","negative","True",1,"3"
"653","041315-05","target",13,"spoon","negative","False",2,"3"
"654","041315-05","target",7,"car","positive","False",1,"3"
"655","041315-05","target",16,"horse","negative","True",2,"3"
"656","041315-05","target",3,"bus","negative","True",2,"3"
"657","041315-05","target",10,"bowl","negative","True",2,"3"
"658","041315-05","target",1,"dog","positive","False",2,"3"
"659","041315-05","target",2,"apple","negative","False",2,"3"
"660","041315-05","target",11,"plate","positive","True",4,"3"
"661","041315-05","target",9,"boat","positive","True",4,"3"
"662","041315-05","target",8,"banana","negative","True",2,"3"
"663","041315-05","target",15,"cow","negative","True",2,"3"
"664","041315-05","target",6,"orange","negative","True",2,"3"
"665","041315-05","target",14,"fork","positive","True",4,"3"
"666","041315-06","none",12,"bus","negative","True",5,"3"
"667","041315-06","none",3,"boat","positive","False",1,"3"
"668","041315-06","none",9,"apple","positive","True",5,"3"
"669","041315-06","none",13,"banana","positive","True",5,"3"
"670","041315-06","none",2,"cow","positive","False",1,"3"
"671","041315-06","none",11,"horse","positive","True",5,"3"
"672","041315-06","none",15,"orange","negative","True",5,"3"
"673","041315-06","none",8,"plate","negative","True",5,"3"
"674","041315-06","none",5,"fork","negative","False",1,"3"
"675","041315-06","none",16,"cat","negative","True",5,"3"
"676","041315-06","none",1,"truck","negative","False",1,"3"
"677","041315-06","none",10,"cookie","positive","True",5,"3"
"678","041315-06","none",4,"dog","negative","True",5,"3"
"679","041315-06","none",14,"bowl","negative","True",5,"3"
"680","041315-06","none",7,"car","negative","True",5,"3"
"681","041315-06","none",6,"spoon","negative","True",5,"3"
"682","042415-01","target",10,"plate","negative","True",5,"4"
"683","042415-01","target",3,"cat","positive","True",5,"4"
"684","042415-01","target",4,"banana","negative","True",5,"4"
"685","042415-01","target",9,"car","negative","True",5,"4"
"686","042415-01","target",13,"horse","negative","True",5,"4"
"687","042415-01","target",11,"cow","negative","True",5,"4"
"688","042415-01","target",2,"truck","negative","True",5,"4"
"689","042415-01","target",1,"bus","positive","False",1,"4"
"690","042415-01","target",14,"dog","positive","True",5,"4"
"691","042415-01","target",15,"orange","negative","False",1,"4"
"692","042415-01","target",5,"bowl","negative","True",5,"4"
"693","042415-01","target",6,"cookie","negative","False",1,"4"
"694","042415-01","target",8,"fork","positive","True",5,"4"
"695","042415-01","target",7,"apple","positive","True",5,"4"
"696","042415-01","target",12,"spoon","negative","True",5,"4"
"697","042415-01","target",16,"boat","positive","False",1,"4"
"698","042415-02","target",9,"apple","positive","True",5,"3"
"699","042415-02","target",10,"cookie","positive","True",5,"3"
"700","042415-02","target",7,"banana","positive","True",4,"3"
"701","042415-02","target",8,"horse","positive","True",5,"3"
"702","042415-02","target",14,"cow","negative","True",1,"3"
"703","042415-02","target",11,"spoon","negative","True",1,"3"
"704","042415-02","target",5,"cat","positive","False",4,"3"
"705","042415-02","target",13,"dog","negative","False",2,"3"
"706","042415-02","target",1,"orange","negative","True",2,"3"
"707","042415-02","target",12,"fork","negative","True",5,"3"
"708","042415-02","target",6,"boat","negative","True",2,"3"
"709","042415-02","target",4,"car","negative","True",4,"3"
"710","042415-02","target",3,"plate","positive","False",1,"3"
"711","042415-02","target",15,"bowl","negative","False",1,"3"
"712","042415-02","target",2,"truck","negative","True",1,"3"
"713","042415-02","target",16,"bus","negative","True",4,"3"
"714","042415-03","target",3,"apple","negative","True",5,"3"
"715","042415-03","target",6,"car","positive","True",5,"3"
"716","042415-03","target",11,"bus","negative","True",1,"3"
"717","042415-03","target",4,"fork","negative","True",4,"3"
"718","042415-03","target",9,"plate","positive","True",5,"3"
"719","042415-03","target",10,"boat","negative","True",1,"3"
"720","042415-03","target",2,"dog","negative","True",5,"3"
"721","042415-03","target",5,"orange","negative","True",5,"3"
"722","042415-03","target",8,"cookie","negative","False",1,"3"
"723","042415-03","target",1,"spoon","negative","True",5,"3"
"724","042415-03","target",7,"horse","positive","True",5,"3"
"725","042415-05","target",6,"spoon","positive","True",5,"3"
"726","042415-05","target",5,"bowl","negative","True",5,"3"
"727","042415-05","target",7,"horse","positive","False",1,"3"
"728","042415-05","target",13,"dog","negative","True",5,"3"
"729","042415-05","target",9,"cat","negative","False",1,"3"
"730","042415-05","target",4,"bus","negative","True",5,"3"
"731","042415-05","target",1,"plate","positive","True",5,"3"
"732","042415-05","target",16,"banana","positive","True",5,"3"
"733","042415-05","target",2,"truck","negative","True",5,"3"
"734","042415-05","target",12,"fork","negative","True",5,"3"
"735","042415-05","target",8,"cookie","negative","True",5,"3"
"736","042415-05","target",15,"orange","negative","True",5,"3"
"737","042415-05","target",11,"car","negative","False",1,"3"
"738","042415-05","target",3,"cow","positive","True",5,"3"
"739","042415-05","target",10,"apple","negative","True",5,"3"
"740","042415-05","target",14,"boat","positive","False",1,"3"
"741","042415-06","target",4,"dog","negative","True",1,"4"
"742","042415-06","target",3,"cow","negative","True",1,"4"
"743","042415-06","target",2,"boat","negative","False",5,"4"
"744","042415-06","target",16,"horse","negative","False",5,"4"
"745","042415-06","target",1,"plate","positive","True",5,"4"
"746","042415-06","target",11,"bus","positive","True",5,"4"
"747","042415-06","target",15,"cat","positive","False",1,"4"
"748","042415-06","target",10,"fork","negative","True",1,"4"
"749","042415-06","target",14,"cookie","negative","True",1,"4"
"750","042415-06","target",6,"truck","negative","True",1,"4"
"751","042415-06","target",9,"orange","negative","True",1,"4"
"752","042415-06","target",8,"banana","negative","True",1,"4"
"753","042415-06","target",5,"car","positive","True",5,"4"
"754","042415-06","target",13,"apple","positive","False",1,"4"
"755","042415-06","target",7,"spoon","negative","True",1,"4"
"756","042415-06","target",12,"bowl","positive","True",5,"4"
"757","050115-04","none",1,"spoon","positive","False",1,"3"
"758","050115-04","none",8,"bowl","negative","True",4,"3"
"759","050115-04","none",12,"bus","negative","True",4,"3"
"760","050115-04","none",2,"cat","negative","True",4,"3"
"761","050115-04","none",7,"fork","negative","True",4,"3"
"762","050115-04","none",11,"cow","positive","True",4,"3"
"763","050115-04","none",3,"car","negative","False",5,"3"
"764","050115-04","none",13,"apple","positive","False",5,"3"
"765","050115-04","none",14,"boat","negative","True",4,"3"
"766","050115-04","none",15,"plate","negative","True",4,"3"
"767","050115-04","none",10,"banana","positive","True",4,"3"
"768","050115-04","none",9,"horse","negative","True",4,"3"
"769","050115-04","none",5,"orange","negative","False",4,"3"
"770","050115-04","none",6,"truck","positive","True",4,"3"
"771","050115-04","none",16,"cookie","negative","True",5,"3"
"772","050115-04","none",4,"dog","positive","True",3,"3"
"773","050115-05","none",4,"fork","negative","True",1,"4"
"774","050115-05","none",13,"dog","negative","True",1,"4"
"775","050115-05","none",10,"cookie","positive","True",5,"4"
"776","050115-05","none",11,"truck","negative","True",1,"4"
"777","050115-05","none",12,"cow","positive","False",1,"4"
"778","050115-05","none",16,"orange","negative","True",1,"4"
"779","050115-05","none",14,"plate","negative","False",1,"4"
"780","050115-05","none",9,"cat","positive","True",5,"4"
"781","050115-05","none",5,"banana","negative","True",1,"4"
"782","050115-05","none",6,"horse","negative","True",1,"4"
"783","050115-05","none",3,"bowl","negative","True",1,"4"
"784","050115-05","none",7,"boat","positive","True",5,"4"
"785","050115-05","none",15,"apple","positive","True",5,"4"
"786","050115-05","none",1,"spoon","positive","False",1,"4"
"787","050115-05","none",2,"car","negative","False",1,"4"
"788","050115-05","none",8,"bus","negative","True",1,"4"
"789","050115-07","target",3,"cookie","positive","True",5,"4"
"790","050115-07","target",7,"cow","positive","False",1,"4"
"791","050115-07","target",8,"apple","negative","True",5,"4"
"792","050115-07","target",9,"boat","negative","True",5,"4"
"793","050115-07","target",6,"spoon","negative","False",1,"4"
"794","050115-07","target",15,"truck","positive","False",1,"4"
"795","050115-07","target",16,"car","negative","True",5,"4"
"796","050115-07","target",2,"plate","negative","True",5,"4"
"797","050115-07","target",14,"orange","positive","True",5,"4"
"798","050115-07","target",12,"fork","positive","True",1,"4"
"799","050115-07","target",13,"dog","negative","True",5,"4"
"800","050115-07","target",10,"horse","negative","True",5,"4"
"801","050115-07","target",1,"cat","positive","True",5,"4"
"802","050115-07","target",5,"bus","negative","False",1,"4"
"803","050115-07","target",4,"bowl","negative","True",5,"4"
"804","050115-07","target",11,"banana","negative","True",5,"4"
"805","051515-02","none",3,"spoon","negative","True",1,"3"
"806","051515-02","none",4,"horse","negative","True",1,"3"
"807","051515-02","none",7,"bowl","positive","False",2,"3"
"808","051515-02","none",12,"car","negative","True",2,"3"
"809","051515-02","none",5,"apple","negative","True",1,"3"
"810","051515-02","none",2,"cow","negative","True",2,"3"
"811","051515-02","none",1,"boat","positive","True",4,"3"
"812","051515-02","none",15,"plate","negative","True",2,"3"
"813","051515-02","none",16,"cat","negative","True",1,"3"
"814","051515-02","none",6,"fork","positive","True",5,"3"
"815","051515-02","none",10,"bus","negative","False",2,"3"
"816","051515-02","none",11,"orange","negative","True",4,"3"
"817","051515-02","none",8,"truck","negative","False",2,"3"
"818","051515-02","none",13,"cookie","positive","False",4,"3"
"819","051515-02","none",14,"banana","positive","True",2,"3"
"820","051515-02","none",9,"dog","positive","True",5,"3"
"821","051515-03","target",1,"spoon","negative","False",1,"3"
"822","051515-03","target",6,"horse","negative","True",4,"3"
"823","051515-03","target",2,"boat","negative","True",5,"3"
"824","051515-03","target",5,"cookie","negative","True",4,"3"
"825","051515-03","target",4,"car","negative","True",5,"3"
"826","051515-03","target",3,"cat","positive","True",4,"3"
"827","051515-04","none",3,"car","positive","True",5,"4"
"828","051515-04","none",7,"banana","negative","False",1,"4"
"829","051515-04","none",2,"cat","negative","True",2,"4"
"830","051515-04","none",1,"cookie","negative","True",1,"4"
"831","051515-04","none",8,"boat","negative","True",1,"4"
"832","051515-04","none",9,"apple","negative","True",5,"4"
"833","051515-04","none",6,"plate","positive","False",2,"4"
"834","051515-04","none",4,"horse","negative","True",2,"4"
"835","051515-04","none",10,"truck","positive","True",5,"4"
"836","051515-04","none",5,"fork","positive","True",5,"4"
"837","051515-05","target",15,"fork","positive","True",5,"3"
"838","051515-05","target",6,"cow","positive","False",1,"3"
"839","051515-05","target",10,"cat","negative","True",5,"3"
"840","051515-05","target",11,"orange","negative","True",5,"3"
"841","051515-05","target",12,"boat","negative","True",5,"3"
"842","051515-05","target",14,"banana","negative","True",5,"3"
"843","051515-05","target",1,"dog","negative","True",5,"3"
"844","051515-05","target",16,"cookie","negative","True",5,"3"
"845","051515-05","target",13,"plate","negative","False",1,"3"
"846","051515-05","target",4,"bowl","positive","True",5,"3"
"847","051515-05","target",5,"car","negative","False",1,"3"
"848","051515-05","target",7,"truck","negative","True",5,"3"
"849","051515-05","target",8,"spoon","positive","True",5,"3"
"850","051515-05","target",9,"apple","positive","True",5,"3"
"851","051515-05","target",2,"horse","negative","True",5,"3"
"852","051515-05","target",3,"bus","positive","False",1,"3"
"853","051515-06","none",4,"truck","negative","True",5,"4"
"854","051515-06","none",7,"boat","negative","True",5,"4"
"855","051515-06","none",10,"cow","negative","False",1,"4"
"856","051515-06","none",11,"spoon","negative","True",5,"4"
"857","051515-06","none",8,"dog","positive","False",1,"4"
"858","051515-06","none",9,"plate","negative","True",5,"4"
"859","051515-06","none",2,"bus","negative","True",5,"4"
"860","051515-06","none",3,"horse","positive","True",5,"4"
"861","051515-06","none",16,"fork","negative","True",5,"4"
"862","051515-06","none",15,"cookie","positive","False",1,"4"
"863","051515-06","none",5,"car","negative","True",5,"4"
"864","051515-06","none",6,"bowl","positive","True",5,"4"
"865","051515-06","none",14,"orange","negative","True",5,"4"
"866","051515-06","none",12,"cat","positive","True",5,"4"
"867","051515-06","none",1,"apple","positive","True",5,"4"
"868","051515-06","none",13,"banana","negative","False",1,"4"
"869","060515-01","target",1,"car","negative","True",4,"4"
"870","060515-01","target",5,"plate","positive","True",4,"4"
"871","060515-01","target",6,"boat","negative","False",1,"4"
"872","060515-01","target",7,"dog","positive","True",5,"4"
"873","060515-01","target",4,"fork","negative","True",5,"4"
"874","060515-01","target",9,"cookie","negative","True",5,"4"
"875","060515-01","target",14,"horse","negative","True",5,"4"
"876","060515-01","target",2,"truck","negative","True",5,"4"
"877","060515-01","target",8,"apple","positive","False",2,"4"
"878","060515-01","target",12,"bus","negative","True",5,"4"
"879","060515-01","target",13,"cat","positive","False",1,"4"
"880","060515-01","target",10,"bowl","negative","True",5,"4"
"881","060515-01","target",3,"spoon","positive","True",4,"4"
"882","060515-01","target",16,"cow","negative","True",5,"4"
"883","060515-01","target",15,"orange","positive","True",5,"4"
"884","060515-01","target",11,"banana","negative","False",5,"4"
"885","060515-02","none",3,"banana","negative","False",1,"3"
"886","060515-02","none",4,"horse","negative","True",3,"3"
"887","060515-02","none",7,"plate","negative","True",3,"3"
"888","060515-02","none",5,"bus","positive","True",4,"3"
"889","060515-02","none",2,"truck","negative","False",5,"3"
"890","060515-02","none",1,"spoon","positive","True",5,"3"
"891","060515-02","none",8,"fork","negative","True",1,"3"
"892","060515-02","none",6,"bowl","positive","True",4,"3"
"893","060515-04","none",3,"bus","negative","False",1,"3"
"894","060515-04","none",5,"cow","negative","True",5,"3"
"895","060515-04","none",8,"plate","negative","True",5,"3"
"896","060515-04","none",9,"banana","negative","True",5,"3"
"897","060515-04","none",6,"horse","negative","True",5,"3"
"898","060515-04","none",7,"boat","positive","True",5,"3"
"899","060515-04","none",1,"orange","positive","False",1,"3"
"900","060515-04","none",2,"cookie","positive","True",5,"3"
"901","060515-04","none",4,"bowl","negative","True",5,"3"
"902","060515-08","target",10,"dog","negative","True",5,"4"
"903","060515-08","target",11,"banana","negative","True",5,"4"
"904","060515-08","target",12,"spoon","positive","True",5,"4"
"905","060515-08","target",1,"cow","negative","True",5,"4"
"906","060515-08","target",2,"orange","negative","True",5,"4"
"907","060515-08","target",3,"cookie","positive","True",5,"4"
"908","060515-08","target",4,"bus","positive","False",1,"4"
"909","060515-08","target",5,"bowl","negative","True",5,"4"
"910","060515-08","target",6,"apple","negative","False",1,"4"
"911","060515-08","target",7,"car","negative","True",1,"4"
"912","060515-08","target",8,"boat","negative","True",5,"4"
"913","060515-08","target",9,"fork","positive","False",1,"4"
"914","060515-08","target",13,"horse","negative","True",5,"4"
"915","060515-08","target",14,"plate","positive","True",5,"4"
"916","060515-08","target",15,"cat","positive","True",5,"4"
"917","060515-08","target",16,"truck","negative","False",1,"4"
"918","060815-01","target",7,"dog","negative","True",1,"4"
"919","060815-01","target",8,"spoon","positive","False",1,"4"
"920","060815-01","target",9,"cow","negative","True",1,"4"
"921","060815-01","target",10,"bowl","negative","True",1,"4"
"922","060815-01","target",15,"truck","negative","True",1,"4"
"923","060815-01","target",16,"bus","negative","True",1,"4"
"924","060815-01","target",3,"horse","positive","False",1,"4"
"925","060815-01","target",4,"boat","positive","True",5,"4"
"926","060815-01","target",5,"cat","negative","True",1,"4"
"927","060815-01","target",6,"cookie","positive","True",5,"4"
"928","060815-01","target",13,"car","positive","True",5,"4"
"929","060815-01","target",12,"orange","negative","False",1,"4"
"930","060815-01","target",14,"apple","negative","True",1,"4"
"931","060815-01","target",11,"fork","negative","True",1,"4"
"932","060815-01","target",2,"plate","negative","False",1,"4"
"933","060815-01","target",1,"banana","positive","True",5,"4"
"934","060815-03","none",6,"bowl","positive","True",3,"3"
"935","060815-03","none",7,"spoon","negative","True",5,"3"
"936","060815-03","none",5,"orange","positive","True",4,"3"
"937","060815-03","none",1,"apple","negative","True",3,"3"
"938","060815-03","none",2,"boat","negative","True",3,"3"
"939","060815-03","none",3,"cow","positive","True",5,"3"
"940","060815-03","none",4,"plate","positive","False",2,"3"
"941","060815-03","none",9,"fork","negative","True",1,"3"
"942","060815-03","none",10,"cookie","negative","True",5,"3"
"943","060815-03","none",11,"dog","negative","False",4,"3"
"944","060815-03","none",8,"bus","negative","True",5,"3"
"945","060815-03","none",12,"banana","positive","True",5,"3"
"946","060815-04","none",6,"boat","negative","True",1,"3"
"947","060815-04","none",7,"cookie","negative","True",1,"3"
"948","060815-04","none",8,"banana","negative","False",5,"3"
"949","060815-04","none",1,"bowl","positive","True",5,"3"
"950","060815-04","none",2,"cat","negative","True",1,"3"
"951","060815-04","none",3,"plate","positive","True",5,"3"
"952","060815-04","none",4,"apple","positive","False",1,"3"
"953","060815-04","none",5,"car","positive","True",5,"3"
"954","060815-04","none",9,"truck","positive","True",5,"3"
"955","060815-04","none",10,"fork","negative","False",5,"3"
"956","060815-04","none",11,"orange","negative","True",1,"3"
"957","060815-04","none",12,"spoon","negative","True",1,"3"
"958","060815-04","none",13,"horse","negative","True",1,"3"
"959","060815-04","none",14,"cow","positive","False",1,"3"
"960","060815-04","none",15,"dog","negative","True",1,"3"
"961","060815-04","none",16,"bus","negative","True",1,"3"
"962","060815-05","target",3,"cookie","negative","False",1,"3"
"963","060815-05","target",4,"plate","positive","True",1,"3"
"964","060815-05","target",5,"boat","positive","False",1,"3"
"965","060815-05","target",6,"bus","negative","False",1,"3"
"966","060815-05","target",15,"fork","positive","True",5,"3"
"967","060815-05","target",16,"horse","negative","True",5,"3"
"968","060815-05","target",8,"cow","negative","True",1,"3"
"969","060815-05","target",9,"banana","negative","True",1,"3"
"970","060815-05","target",10,"apple","negative","True",1,"3"
"971","060815-05","target",7,"truck","negative","True",1,"3"
"972","060815-05","target",12,"orange","negative","True",1,"3"
"973","060815-05","target",13,"cat","positive","True",5,"3"
"974","060815-05","target",14,"bowl","negative","True",5,"3"
"975","060815-05","target",11,"dog","positive","True",1,"3"
"976","060815-05","target",2,"car","negative","True",1,"3"
"977","060815-05","target",1,"spoon","positive","False",1,"3"
"978","061015-01","none",2,"horse","negative","True",5,"3"
"979","061015-01","none",3,"car","negative","False",1,"3"
"980","061015-01","none",1,"cat","positive","True",5,"3"
"981","061015-01","none",14,"banana","positive","True",5,"3"
"982","061015-01","none",15,"truck","negative","True",5,"3"
"983","061015-01","none",16,"fork","negative","True",5,"3"
"984","061015-01","none",4,"orange","negative","True",5,"3"
"985","061015-01","none",5,"cookie","negative","True",5,"3"
"986","061015-01","none",6,"bowl","negative","False",1,"3"
"987","061015-01","none",7,"boat","positive","True",5,"3"
"988","061015-01","none",8,"bus","negative","True",5,"3"
"989","061015-01","none",9,"cow","positive","False",1,"3"
"990","061015-01","none",10,"spoon","positive","True",5,"3"
"991","061015-01","none",11,"dog","negative","True",5,"3"
"992","061015-01","none",12,"plate","negative","True",5,"3"
"993","061015-01","none",13,"apple","positive","False",1,"3"
"994","061015-04","target",1,"truck","positive","True",5,"4"
"995","061015-04","target",2,"apple","negative","True",5,"4"
"996","061015-04","target",3,"car","negative","True",3,"4"
"997","061015-04","target",4,"bowl","negative","True",4,"4"
"998","061015-04","target",5,"fork","positive","True",5,"4"
"999","061015-04","target",6,"orange","negative","False",5,"4"
"1000","061015-04","target",7,"cat","negative","True",5,"4"
"1001","061015-04","target",8,"boat","negative","True",2,"4"
"1002","061015-04","target",9,"cookie","negative","True",3,"4"
"1003","061015-04","target",10,"horse","negative","True",3,"4"
"1004","061015-04","target",11,"dog","positive","False",2,"4"
"1005","061015-04","target",12,"plate","positive","True",5,"4"
"1006","061015-04","target",13,"banana","negative","False",4,"4"
"1007","061015-04","target",14,"spoon","negative","True",3,"4"
"1008","061015-04","target",15,"bus","positive","True",2,"4"
"1009","061015-04","target",16,"cow","positive","False",5,"4"
"1010","061015-05","none",1,"spoon","negative","True",4,"3"
"1011","061015-05","none",2,"plate","negative","True",5,"3"
"1012","061015-05","none",3,"banana","negative","False",1,"3"
"1013","061015-05","none",4,"orange","negative","True",1,"3"
"1014","061015-05","none",5,"car","positive","True",5,"3"
"1015","061015-05","none",6,"cookie","negative","True",1,"3"
"1016","061015-05","none",7,"horse","positive","False",5,"3"
"1017","061015-05","none",8,"truck","positive","True",5,"3"
"1018","061015-05","none",9,"cow","positive","True",5,"3"
"1019","061015-05","none",10,"apple","positive","True",5,"3"
"1020","061015-05","none",11,"fork","negative","True",5,"3"
"1021","061015-05","none",12,"bowl","negative","True",5,"3"
"1022","061015-05","none",13,"boat","negative","True",5,"3"
"1023","061015-05","none",14,"cat","negative","True",5,"3"
"1024","061015-05","none",15,"bus","negative","False",5,"3"
"1025","061015-05","none",16,"dog","positive","False",5,"3"
"1026","061015-07","none",1,"dog","negative","True",1,"3"
